date,title,speaker,audio,youtube,transcript,html
2010-05-09,Filling In the Silences,,2010-05-09.mp3,,,
2010-05-02,Quiet In Heart,,2010-05-02.mp3,,,
2010-04-25,Reflections For Earth Day,,2010-04-25.mp3,,,
2010-04-18,The Ground on Which We Walk Together,,2010-04-18.mp3,,,
2010-04-04,There Is Time Left,,2010-04-04.mp3,,,
2010-03-28,Telling a New Story,,2010-03-28.mp3,,,
2010-03-21,Is Anyone Thirsty? Come and Drink,,2010-03-21.mp3,,,
2010-03-14,We Are Saying Thank You,,2010-03-14.mp3,,,
2010-03-07,Lifted Out Into the Light,,2010-03-07.mp3,,,
2010-02-28,Go Into the Place Called Barren; Stand In the Place Called Empty,,2010-02-28.mp3,,,
2010-02-21,Dancing With Shadows and Light,,2010-02-21.mp3,,,
2010-02-07,Waiting to See Us Once Beautiful and Brave,,2010-02-07.mp3,,,
2010-01-31,Welcome to the Mountain of Fire and Miracles,,2010-01-31.mp3,,,
2010-01-24,The Passing of a Threshold is at Hand,,2010-01-24.mp3,,,
2010-01-17,Reflections On Service,,2010-01-17.mp3,,,
2010-01-10,The Dream of a Common Language,,2010-01-10.mp3,,,
2010-01-03,No Smoldering Twig,,2010-01-03.mp3,,,
2009-12-24,The Turning Open of Each Life,,2009-12-24.mp3,,,
2009-12-13,"While Waiting for Hope, Be Hope",,2009-12-13.mp3,,,
2009-12-06,"Waiting for the Light, Being the Light",,2009-12-06.mp3,,,
2009-11-15,"Come to Prayer, Come to Well-Being",,2009-11-15.mp3,,,
2009-11-08,Service of the Heart,,2009-11-08.mp3,,,
2009-10-25,"Laughing in Astonishment, Bowing Our Heads: The Mysteries of the Jesus Prayer",,2009-10-25.mp3,,,
2009-10-18,Perhaps This Gift Is Your Answer,,2009-10-18.mp3,,,
2009-09-27,Go Lightly Toward Light,,2009-09-27.mp3,,,
2009-09-20,Dawn By Dawn: Seeing Our Way Clear,,2009-09-20.mp3,,,
2009-05-31,Bless Us With Foolishness & Bridges to Community,,2009-05-31.mp3,,,
2009-05-24,"The Responsibility of Memory, The Strength of Hope",,2009-05-24.mp3,,,
2009-05-17,Reflections on Mental Health,,2009-05-17.mp3,,,
2009-05-10,The Great Human Family,,2009-05-10.mp3,,,
2009-04-26,Glad to the Brink of Fear,Sue Phillips,2009-04-26.mp3,,,
2009-04-12,New Life Always Arriving,,2009-04-12.mp3,,,
2009-04-05,The Terrible Blessing of the Journey,,2009-04-05.mp3,,,
2009-03-29,"Quiet In Heart, and In Eye, Clear",,2009-03-29.mp3,,,
2009-03-22,Wisdom Ancient & Emerging,,2009-03-22.mp3,,,
2009-03-08,Holding the World in Trust,,2009-03-08.mp3,,,
2009-02-22,"What Time, Grace, and Circumstances Will Make Us",,2009-02-22.mp3,,,
2009-02-15,Common Love,,2009-02-15.mp3,,,
2009-02-01,To Save What Matters Most,,2009-02-01.mp3,,,
2009-01-25,Walking Forward In that Light,,2009-01-25.mp3,,,
2009-01-11,The Great Gift of Time: Stories That Transform Our Lives,,2009-01-11.mp3,,,
2009-01-04,Can You Imagine It: Reflections for the New Year,,2009-01-04.mp3,,,
2008-12-24,Fear Not the Strangeness,,2008-12-24.mp3,,,
2008-12-14,Sing Sturdy Songs,,2008-12-14.mp3,,,
2008-12-07,At the Threshold,,2008-12-07.mp3,,,
2008-11-16,"Member Expectations, Caring For One Another",,2008-11-16.mp3,,,
2008-11-09,"Building the Beloved Community, Honor Differences",,2008-11-09.mp3,,,
2008-11-02,Remembering Our Journey,George Downey,2008-11-02.mp3,,,
2008-10-26,Building a Beloved Community,,2008-10-26.mp3,,,
2008-10-19,Building a Beloved Community,,2008-10-19.mp3,,,
2008-10-12,Living a Life of Meaning and Purpose,,2008-10-12.mp3,,,
2008-10-05,"Praise the Light That Shines Before Us, Through Us, After Us",,2008-10-05.mp3,,,
2008-09-28,"Every Stone on the Road, Precious",,2008-09-28.mp3,,,
2008-09-14,Navigating By Steeple: A Vision For the Year Ahead,,2008-09-14.mp3,,,
